Make,Model,Registration Year,Mileage,Body Type,Category,Colour,Cylinder Layout,Dekra,Drive,Engine Capacity,Features,Finance Price,Fuel Consumption,Fuel Tank Capacity,Fuel Type,Gears,Kilowatts,Maintenance plan,No of Doors,No of Seats,Spare Key,Transmission,Vehicle Service History,Warranty,Price
Audi,Q3,2020,83000,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,F,1395,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8686,5.8,60,Petrol,8,110,2025/09/29,5,5,True,Automatic,"Complete, Up To Date",No,457900
Hyundai,Santa-FE,2020,95075,Sports Utility Vehicle (SUV),A,Red,I4,Platinum,FR,2199,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8686,8.2,71,Diesel,8,142,No,5,7,True,Automatic,"Complete, Up To Date",2027/02/28,457900
BMW,3 Series,2021,58620,Sedan,A,White,I4,Platinum,R,1998,[],8686,6.3,59,Petrol,8,115,No,4,5,True,Automatic,"Complete, Up To Date",2026/03/30,457900
Mercedes-Benz,GLE,2016,121000,Sports Utility Vehicle (SUV),A,White,V6,Gold,FR,2987,[],8686,7.05,93,Diesel,9,190,No,5,4,True,Automatic,"Complete, Up To Date",No,457900
Toyota,Fortuner,2020,100000,Sports Utility Vehicle (SUV),A,White,I4,Green,FR,2393,"['CarPlay or Android Auto', 'Reverse camera']",8686,7.6,80,Diesel,6,110,No,5,7,False,Automatic,"Complete, Up To Date",2027/01/15,457900
Toyota,Corolla,2024,3000,Hatchback,A,Silver,I4,Platinum,F,1987,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",6267,6.0,50,Petrol,6,125,No,5,5,True,Automatic,"Complete, Up To Date",2030/01/01,453000
BMW,X3,2018,89500,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1995,"['CarPlay or Android Auto', 'Auto stop-start']",8395,5.5,60,Diesel,8,140,No,5,5,True,Automatic,"Complete, Up To Date",No,457000
Jaguar,E-Pace,2019,29000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1999,[],8686,6.2,56,Diesel,9,132,No,5,5,True,Automatic,"Complete, Up To Date",No,457900
Toyota,Land Cruiser,2011,260000,Sports Utility Vehicle (SUV),A,White,V8,Gold,FR,4461,['Reverse camera'],8686,10.3,93,Diesel,6,173,No,5,7,True,Automatic,"Complete, Up To Date",No,477900
Ford,Tourneo Custom,2020,70000,Bus,A,White,I4,Platinum,F,2198,[],8668,6.5,80,Diesel,6,114,No,5,8,True,Manual,"Complete, Up To Date",No,456900
Ford,Everest,2020,117000,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,FR,1996,['Reverse camera'],8541,7.6,80,Diesel,10,157,No,5,7,True,Automatic,"Complete, Up To Date",No,449900
Volvo,Xc40,2021,55000,Sports Utility Vehicle (SUV),A,Red,I3,Platinum,F,1477,"['Reverse camera', 'Auto stop-start']",8668,6.7,54,Petrol,8,110,2026/01/12,5,5,True,Automatic,"Complete, Up To Date",2026/01/12,456900
Mercedes-Benz,GLC,2018,152000,Sports Utility Vehicle (SUV),A,Black,V6,Gold,FR,2996,"['Reverse camera', 'Auto stop-start']",11759,8.4,73,Petrol,9,270,No,5,5,False,Automatic,Partial,No,449000
Toyota,Fortuner,2018,64000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,R,2755,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8523,8.0,80,Diesel,6,130,No,5,7,True,Automatic,"Complete, Up To Date",No,448900
Volvo,Xc60,2018,94000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1969,['Reverse camera'],8668,5.2,71,Diesel,8,140,No,5,5,False,Automatic,"Complete, Up To Date",No,456900
Ford,Everest,2019,96000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1996,"['CarPlay or Android Auto', 'Reverse camera']",8668,7.6,80,Diesel,10,157,No,5,7,True,Automatic,"Complete, Up To Date",No,456900
Audi,A3,2020,55000,Sedan,A,White,I4,Platinum,F,1984,['Auto stop-start'],8504,5.6,50,Petrol,7,140,No,4,5,True,Automatic,"Complete, Up To Date",2025/10/18,447900
Mini,Countryman,2021,75000,Hatchback,A,Grey,I3,Platinum,F,1499,"['CarPlay or Android Auto', 'Auto stop-start']",8650,6.15,51,Petrol,6,100,No,5,5,True,Automatic,"Complete, Up To Date",2026/01/27,455900
Mitsubishi,Pajero,2018,55000,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,FR,2442,['Reverse camera'],8504,8.1,68,Diesel,8,133,No,5,7,False,Automatic,"Complete, Up To Date",No,447900
Audi,A4,2020,53000,Sedan,A,Silver,I4,Platinum,F,1395,"['CarPlay or Android Auto', 'Auto stop-start']",8650,4.9,54,Petrol,7,110,2024/10/31,4,5,True,Automatic,"Complete, Up To Date",No,455900
Volkswagen,T-Cross,2022,13576,Crossover (SUV),A,Grey,I3,Platinum,F,999,"['Reverse camera', 'Auto stop-start']",8504,5.4,40,Petrol,7,85,No,5,5,False,Automatic,"Complete, Up To Date",No,447900
Toyota,Fortuner,2019,99182,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,FR,2393,"['CarPlay or Android Auto', 'Reverse camera']",8432,8.2,80,Diesel,6,110,No,5,7,True,Automatic,"Complete, Up To Date",No,443900
Mercedes-Benz,GLE,2016,121165,Sports Utility Vehicle (SUV),A,Silver,V6,Gold,FR,2987,"['Reverse camera', 'Auto stop-start']",8504,7.05,93,Diesel,9,190,No,5,4,True,Automatic,"Complete, Up To Date",No,447900
Mitsubishi,Pajero,2019,52236,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,FR,2442,"['CarPlay or Android Auto', 'Reverse camera']",8413,8.1,68,Diesel,8,133,No,5,7,False,Automatic,"Complete, Up To Date",No,442900
Toyota,Fortuner,2021,41000,Sports Utility Vehicle (SUV),A,White,I4,Green,R,2393,[],8643,6.8,80,Diesel,6,110,No,5,7,True,Manual,"Complete, Up To Date",No,455500
Jeep,Grand Cherokee,2019,140495,Sports Utility Vehicle (SUV),A,Silver,V6,Gold,FR,2987,[],8504,7.5,93,Diesel,8,179,No,5,5,True,Automatic,"Complete, Up To Date",No,447900
Toyota,Fortuner,2017,59240,Sports Utility Vehicle (SUV),A,Grey,I4,Platinum,R,2755,"['Reverse camera', 'Auto stop-start']",8632,8.0,80,Diesel,6,130,No,5,7,True,Automatic,"Complete, Up To Date",No,454900
BMW,2 Series Gran Coupe,2021,44000,Coupe,A,Red,I3,Green,F,1499,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8504,6.7,50,Petrol,7,103,No,5,5,True,Automatic,"Complete, Up To Date",No,447900
Volkswagen,Tiguan,2022,29808,Sports Utility Vehicle (SUV),A,White,I4,Platinum,F,1395,"['CarPlay or Android Auto', 'Reverse camera']",8504,7.33,58,Petrol,6,110,No,5,5,True,Automatic,"Complete, Up To Date",2025/05/30,447900
Volvo,Xc60,2019,124000,Sports Utility Vehicle (SUV),A,White,I4,Gold,FR,1969,[],8413,5.5,71,Diesel,8,173,No,5,5,True,Automatic,"Complete, Up To Date",No,442900
Audi,Q7,2016,130000,Sports Utility Vehicle (SUV),A,White,V6,Gold,FR,2967,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8413,5.7,75,Diesel,8,183,No,5,5,True,Automatic,Complete but Due,No,442900
Hyundai,Grand Creta,2023,12000,Sports Utility Vehicle (SUV),A,Grey,I4,Platinum,F,1999,[],8486,8.9,50,Petrol,6,117,No,5,7,True,Automatic,"Complete, Up To Date",2028/03/28,446900
Volvo,Xc90,2017,133000,Sports Utility Vehicle (SUV),A,Blue,I4,Gold,FR,1969,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8486,5.7,71,Diesel,8,173,No,5,7,True,Automatic,Partial but Up to Date,No,446900
Audi,Q3,2020,40000,Sports Utility Vehicle (SUV),A,Red,I4,Platinum,F,1395,[],8595,5.95,60,Petrol,8,110,2025/08/28,5,5,True,Automatic,"Complete, Up To Date",2025/08/25,452900
Ford,Mustang,2019,37000,Coupe,B,Red,V8,Green,R,4951,[],8595,13.5,61,Petrol,6,306,No,2,4,False,Manual,Unverified Service History,No,452900
Toyota,Fortuner,2018,87000,Sports Utility Vehicle (SUV),A,White,I4,Green,R,2755,"['CarPlay or Android Auto', 'Reverse camera']",8413,8.0,80,Diesel,6,130,No,5,7,True,Automatic,Partial but Up to Date,No,442900
BMW,X3,2018,82000,Sports Utility Vehicle (SUV),A,Grey,I4,Platinum,FR,1995,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8486,5.5,60,Diesel,8,140,No,5,5,False,Automatic,"Complete, Up To Date",No,446900
Toyota,Fortuner,2020,65000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,2755,"['CarPlay or Android Auto', 'Reverse camera']",8595,8.0,80,Diesel,6,130,No,5,7,True,Automatic,"Complete, Up To Date",No,452900
Jaguar,E-Pace,2018,69000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1999,[],8395,6.2,56,Diesel,9,132,No,5,5,True,Automatic,"Complete, Up To Date",No,441900
BMW,X3,2018,79599,Sports Utility Vehicle (SUV),A,White,I4,Gold,FR,1995,"['Reverse camera', 'Auto stop-start']",8486,5.5,60,Diesel,8,140,No,5,5,True,Automatic,Partial,No,446900
Volvo,Xc90,2018,124927,Sports Utility Vehicle (SUV),A,White,I4,Gold,FR,1969,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8395,8.0,71,Petrol,8,235,No,5,7,True,Automatic,"Complete, Up To Date",No,441900
Porsche,Macan,2014,130000,Sports Utility Vehicle (SUV),A,Black,V6,Green,FR,2997,[],8595,9.0,65,Petrol,7,250,No,5,5,True,Automatic,"Complete, Up To Date",No,452900
Jaguar,E-Pace,2018,105751,Sports Utility Vehicle (SUV),A,Black,I4,Platinum,FR,1999,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8395,6.2,56,Diesel,9,177,No,5,5,True,Automatic,"Complete, Up To Date",No,441900
Porsche,Boxster,2009,49000,Cabriolet,A,White,B6,Gold,R,3387,['Reverse camera'],8468,10.5,64,Petrol,6,217,No,2,2,True,Manual,Partial,No,461900
BMW,3 Series,2019,114983,Sedan,A,Blue,I4,Platinum,R,1995,"['CarPlay or Android Auto', 'Auto stop-start']",8395,4.6,59,Diesel,8,140,No,4,5,True,Automatic,"Complete, Up To Date",No,441900
Audi,Q2,2022,15000,Sports Utility Vehicle (SUV),A,Black,I4,Platinum,F,1395,['Auto stop-start'],8577,5.75,50,Petrol,8,110,2027/05/23,5,5,True,Automatic,"Complete, Up To Date",No,451900
Volkswagen,T6,2018,119350,Bus,A,White,I4,Platinum,R,1968,[],8468,8.0,80,Diesel,7,103,No,4,8,True,Automatic,"Complete, Up To Date",No,445900
Land Rover,Range Rover,2016,181000,Sports Utility Vehicle (SUV),A,White,V6,Gold,FR,2995,[],8577,10.65,105,Petrol,8,250,No,5,5,False,Automatic,Partial but Up to Date,No,451900
Volkswagen,Tiguan,2018,77000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1968,"['CarPlay or Android Auto', 'Reverse camera']",8395,6.1,60,Diesel,7,110,No,5,5,False,Automatic,"Complete, Up To Date",No,441900
BMW,6 Series,2015,54000,Coupe,A,Silver,V8,Platinum,R,4395,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8450,8.6,70,Petrol,6,330,No,2,4,True,Automatic,"Complete, Up To Date",No,444900
Volvo,S90,2021,70000,Sedan,A,White,I4,Green,F,1969,"['CarPlay or Android Auto', 'Reverse camera']",8577,6.5,55,Petrol,8,187,No,4,5,True,Automatic,"Complete, Up To Date",No,475900
Jaguar,E-Pace,2019,58000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1999,"['Reverse camera', 'Auto stop-start']",8395,5.6,56,Diesel,9,110,No,5,5,True,Automatic,"Complete, Up To Date",No,441900
Hyundai,Grand Creta,2022,10000,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,F,1493,['CarPlay or Android Auto'],8577,6.5,50,Diesel,6,84,2026/10/30,5,7,False,Automatic,"Complete, Up To Date",2029/10/31,451900
Lexus,ES,2021,20300,Sedan,A,Silver,I4,Green,F,2487,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8450,6.6,65,Petrol,8,152,No,4,5,True,Automatic,"Complete, Up To Date",2028/06/28,460900
Baic,B40,2022,22000,Sports Utility Vehicle (SUV),A,Red,I4,Green,FR,1981,"['Reverse camera', 'Auto stop-start']",8450,10.1,75,Petrol,6,160,No,5,5,True,Automatic,"Complete, Up To Date",2028/02/01,444900
Mercedes-Benz,S Class,2014,132755,Sedan,A,Blue,V8,Gold,R,4663,"['Reverse camera', 'Auto stop-start']",8577,9.07,90,Petrol,7,335,No,4,4,False,Automatic,"Complete, Up To Date",No,451900
Mini,Countryman,2018,29027,Hatchback,A,White,I4,Platinum,FR,1998,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",7515,7.2,51,Petrol,8,170,No,5,5,True,Automatic,Partial but Up to Date,No,433000
Audi,S3,2018,99000,Hatchback,A,Black,I4,Platinum,FR,1984,['Auto stop-start'],8450,6.5,55,Petrol,7,228,No,5,5,True,Automatic,"Complete, Up To Date",No,444900
Volkswagen,Tiguan Allspace,2019,70080,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1984,['Reverse camera'],8377,8.1,60,Petrol,7,162,No,5,7,True,Automatic,"Complete, Up To Date",No,440900
Toyota,Fortuner,2018,67000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,R,2755,['Reverse camera'],8541,8.0,80,Diesel,6,130,No,5,7,True,Automatic,Partial but Up to Date,No,457900
Volvo,V90 Cross Country,2018,84000,Station Wagon,A,Brown,I4,Platinum,FR,1969,"['Reverse camera', 'Auto stop-start']",8450,7.7,60,Petrol,8,235,2025/07/20,5,5,True,Automatic,"Complete, Up To Date",No,444900
Land Rover,Range Rover,2014,122469,Sports Utility Vehicle (SUV),A,Black,V8,Gold,FR,4367,['Reverse camera'],8377,8.7,105,Diesel,8,250,No,5,5,False,Automatic,Partial,No,440900
BMW,X3,2019,104632,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1995,"['Reverse camera', 'Auto stop-start']",8377,5.5,60,Diesel,8,140,No,5,5,False,Automatic,"Complete, Up To Date",No,440900
Toyota,Fortuner,2018,41000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,R,2755,['Reverse camera'],8450,8.0,80,Diesel,6,130,No,5,7,True,Automatic,"Complete, Up To Date",No,444900
Land Rover,Range Rover Evoque,2018,76000,Sports Utility Vehicle (SUV),A,Blue,I4,Platinum,FR,1999,"['Reverse camera', 'Auto stop-start']",8377,5.8,57,Diesel,9,177,No,5,5,False,Automatic,Partial but Up to Date,No,440900
BMW,1 Series (f40),2020,38000,Hatchback,A,Silver,I3,Platinum,F,1499,['Reverse camera'],8432,5.9,50,Petrol,7,103,No,5,5,False,Automatic,"Complete, Up To Date",No,443900
Jaguar,F-Type,2014,67000,Coupe,A,White,V6,Green,R,2995,"['CarPlay or Android Auto', 'Reverse camera']",8377,8.6,70,Petrol,8,280,No,2,2,True,Automatic,"Complete, Up To Date",No,440900
Audi,A5,2019,66562,Hatchback,A,White,I4,Platinum,F,1984,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8359,5.4,54,Petrol,7,140,No,5,5,True,Automatic,"Complete, Up To Date",No,439900
Volvo,Xc90,2016,124000,Sports Utility Vehicle (SUV),A,White,I4,Gold,F,1969,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8432,5.2,71,Diesel,8,140,No,5,7,True,Automatic,Complete but Due,No,443900
Jaguar,E-Pace,2019,91820,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1999,['Reverse camera'],8359,6.2,56,Diesel,9,177,No,5,5,True,Automatic,"Complete, Up To Date",No,439900
Porsche,Cayenne,2013,116000,Sports Utility Vehicle (SUV),A,White,V8,Green,FR,4806,[],8341,10.7,100,Petrol,8,309,No,5,5,True,Automatic,No record,No,438900
Toyota,Fortuner,2019,74100,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,FR,2393,[],8323,8.2,80,Diesel,6,110,No,5,7,False,Automatic,"Complete, Up To Date",No,437900
Toyota,Fortuner,2017,144000,Sports Utility Vehicle (SUV),A,Silver,I4,Green,FR,2755,['Reverse camera'],8359,8.5,80,Diesel,6,130,No,5,7,True,Automatic,Complete but Due,No,439900
Volvo,Xc40,2020,80000,Sports Utility Vehicle (SUV),A,White,I3,Platinum,F,1477,[],8323,6.7,54,Petrol,8,110,No,5,5,True,Automatic,"Complete, Up To Date",No,437900
Toyota,RAV 4,2019,60000,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,FR,2487,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",7264,7.3,55,Petrol,8,152,No,5,5,True,Automatic,"Complete, Up To Date",No,439000
Volvo,Xc40,2019,80000,Sports Utility Vehicle (SUV),A,White,I3,Platinum,F,1477,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8341,6.2,54,Petrol,6,115,No,5,5,True,Manual,"Complete, Up To Date",No,438900
Alfa Romeo,Stelvio,2018,86000,Sports Utility Vehicle (SUV),A,Red,I4,Platinum,FR,1995,[],8323,7.0,64,Petrol,8,206,No,5,5,True,Automatic,"Complete, Up To Date",No,437900
Volvo,Xc40,2018,63000,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,FR,1969,['Reverse camera'],8232,5.0,54,Diesel,8,140,No,5,5,True,Automatic,"Complete, Up To Date",No,432900
Mercedes-Benz,GLC,2017,140000,Sports Utility Vehicle (SUV),A,White,I4,Gold,FR,1991,"['Reverse camera', 'Auto stop-start']",8323,6.9,67,Petrol,9,155,No,5,5,False,Automatic,"Complete, Up To Date",No,437900
Toyota,Fortuner,2020,144000,Sports Utility Vehicle (SUV),A,Silver,I4,Gold,R,2755,['Reverse camera'],8323,8.0,80,Diesel,6,130,No,5,7,False,Automatic,Complete but Due,No,437900
Jaguar,F-Type,2014,70000,Cabriolet,A,White,V6,Green,R,2995,['Reverse camera'],8232,8.4,70,Petrol,8,250,No,2,2,True,Automatic,Partial,No,432900
Volkswagen,Tiguan,2017,59000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1968,['Reverse camera'],8323,6.4,60,Diesel,7,130,No,5,5,True,Automatic,"Complete, Up To Date",No,437900
Ford,Everest,2019,88000,Sports Utility Vehicle (SUV),A,Black,I4,Gold,FR,1996,"['Reverse camera', 'Auto stop-start']",8573,7.6,80,Diesel,10,157,No,5,7,True,Automatic,Complete but Due,No,429000
Land Rover,Discovery,2017,171000,Sports Utility Vehicle (SUV),B,Grey,V6,Green,FR,2993,['Reverse camera'],8232,8.8,82,Diesel,6,180,No,5,7,True,Automatic,No record,No,432900
Volkswagen,T-ROC,2022,65835,Sports Utility Vehicle (SUV),A,Black,I4,Green,FR,1984,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8177,7.3,55,Petrol,7,140,No,5,5,True,Automatic,Partial but Up to Date,No,429900
Porsche,Boxster,2013,110000,Cabriolet,A,Red,H6,Green,R,3436,[],8323,8.2,64,Petrol,7,232,No,2,2,False,Automatic,Partial,No,437900
Volvo,S90,2019,115500,Sedan,A,Silver,I4,Platinum,FR,1969,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8304,4.8,60,Diesel,8,173,No,4,5,True,Automatic,"Complete, Up To Date",No,436900
Toyota,Fortuner,2019,70000,Sports Utility Vehicle (SUV),A,White,I4,Green,R,2755,"['Reverse camera', 'Auto stop-start']",8693,8.0,80,Diesel,6,130,No,5,7,False,Automatic,"Complete, Up To Date",No,432000
Peugeot,3008,2021,51000,Sports Utility Vehicle (SUV),A,Silver,I4,Platinum,F,1598,"['Reverse camera', 'Auto stop-start']",8159,7.0,53,Petrol,6,121,No,5,5,True,Automatic,"Complete, Up To Date",2024/05/31,428900
Volkswagen,Arteon,2019,72500,Sedan,A,White,I4,Platinum,F,1968,['Reverse camera'],8141,5.6,66,Diesel,6,130,2025/08/21,5,5,True,Automatic,"Complete, Up To Date",No,427900
Volvo,Xc40,2020,99932,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1969,"['Reverse camera', 'Auto stop-start']",8141,5.0,54,Diesel,8,140,No,5,5,True,Automatic,"Complete, Up To Date",No,427900
Hyundai,Santa-FE,2020,37000,Sports Utility Vehicle (SUV),A,White,I4,Green,F,2199,['Reverse camera'],8304,7.8,71,Diesel,8,142,No,5,7,True,Automatic,Partial,No,436900
Mitsubishi,Pajero Sport,2020,120299,Sports Utility Vehicle (SUV),A,White,I4,Gold,R,2442,['Reverse camera'],8213,8.05,68,Diesel,8,133,No,5,7,True,Automatic,"Complete, Up To Date",No,431900
Chery,Tiggo 8 PRO,2022,27000,Sports Utility Vehicle (SUV),A,Grey,I4,Platinum,F,1598,[],8141,6.8,51,Petrol,7,145,No,5,7,False,Automatic,"Complete, Up To Date",2026/07/01,427900
Toyota,Fortuner,2018,80000,Sports Utility Vehicle (SUV),A,White,I4,Green,R,2755,['Reverse camera'],8213,8.0,80,Diesel,6,130,2026/02/26,5,7,True,Automatic,"Complete, Up To Date",No,431900
Mercedes-Benz,A Class,2020,100000,Hatchback,A,Silver,I4,Platinum,F,1332,[],8286,5.6,48,Petrol,7,120,No,5,5,False,Automatic,"Complete, Up To Date",No,435900
Mercedes-Benz,ML,2013,138000,Sports Utility Vehicle (SUV),A,White,V8,Green,FR,5461,['Reverse camera'],8141,11.8,93,Petrol,7,286,No,5,5,False,Automatic,No record,No,427900
Volkswagen,Taigo,2023,17383,Sports Utility Vehicle (SUV),A,White,I3,Platinum,F,999,"['CarPlay or Android Auto', 'Auto stop-start']",8286,5.4,40,Petrol,7,85,No,5,5,True,Automatic,"Complete, Up To Date",2028/04/13,435900
Jeep,Wrangler,2018,100137,Sports Utility Vehicle (SUV),A,Black,V6,Green,FR,3604,"['CarPlay or Android Auto', 'Reverse camera']",8213,11.9,70,Petrol,5,209,No,4,5,True,Automatic,"Complete, Up To Date",No,431900
BMW,X1,2020,83000,Sports Utility Vehicle (SUV),A,Grey,I3,Platinum,F,1499,"['Reverse camera', 'Auto stop-start']",7588,5.7,61,Petrol,7,103,2025/09/07,5,5,True,Automatic,"Complete, Up To Date",2025/09/07,427000
Nissan,X Trail,2021,15441,Sports Utility Vehicle (SUV),A,Silver,I4,Green,FR,2488,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8141,8.3,60,Petrol,6,126,No,5,7,True,Automatic,"Complete, Up To Date",No,435900
Toyota,Prado,2015,196000,Station Wagon,A,White,I4,Gold,FR,2982,['Reverse camera'],8286,8.5,87,Diesel,5,120,No,5,7,True,Automatic,"Complete, Up To Date",No,435900
Toyota,Fortuner,2020,71000,Sports Utility Vehicle (SUV),A,Silver,I4,Green,R,2393,['Reverse camera'],8286,7.9,80,Diesel,6,110,No,5,7,True,Automatic,"Complete, Up To Date",2026/09/16,435900
Jaguar,E-Pace,2018,81000,Sports Utility Vehicle (SUV),A,White,I4,Platinum,FR,1999,"['CarPlay or Android Auto', 'Reverse camera', 'Auto stop-start']",8123,6.2,56,Diesel,9,132,No,5,5,True,Automatic,"Complete, Up To Date",No,426900
Honda,S2000,2006,80390,Cabriolet,A,Blue,I4,Gold,R,1997,[],8213,11.71,50,Petrol,6,177,No,2,2,True,Manual,Partial but Up to Date,No,431900
Toyota,Fortuner,2016,100000,Sports Utility Vehicle (SUV),A,White,I4,Green,FR,2755,['Reverse camera'],8286,7.8,80,Diesel,6,130,No,5,7,True,Manual,Complete but Due,No,435900
Mitsubishi,Pajero,2018,91332,Sports Utility Vehicle (SUV),A,Grey,I4,Platinum,R,2442,['Reverse camera'],8213,8.0,68,Diesel,8,133,No,5,7,True,Automatic,"Complete, Up To Date",No,431900
Toyota,Fortuner,2019,82631,Sports Utility Vehicle (SUV),A,White,I4,Platinum,R,2393,['Reverse camera'],8123,7.9,80,Diesel,6,110,No,5,7,True,Automatic,"Complete, Up To Date",No,426900
Land Rover,Range Rover,2014,134000,Sports Utility Vehicle (SUV),A,Grey,V8,Green,FR,4999,"['CarPlay or Android Auto', 'Reverse camera']",8213,13.7,105,Petrol,8,375,No,5,5,False,Automatic,No record,No,431900
BMW,4 Series,2019,56769,Coupe,A,Blue,I4,Platinum,R,1997,['Auto stop-start'],8268,5.5,60,Petrol,8,135,No,2,4,True,Automatic,"Complete, Up To Date",No,434900
Toyota,Fortuner,2017,105238,Sports Utility Vehicle (SUV),A,White,I4,Platinum,R,2755,[],8123,8.0,80,Diesel,6,130,No,5,7,True,Automatic,"Complete, Up To Date",2024/03/19,426900
Porsche,Cayenne,2014,149343,Sports Utility Vehicle (SUV),A,White,V8,Green,FR,4806,['CarPlay or Android Auto'],8213,10.7,100,Petrol,8,309,No,5,5,False,Automatic,"Complete, Up To Date",No,431900
Toyota,Hiace Sesfikile,2021,60000,Bus,A,White,I4,Platinum,R,2694,[],8268,14.4,70,Petrol,5,111,No,4,16,True,Manual,"Complete, Up To Date",No,434900
Mercedes-Benz,C Class,2018,72396,Sedan,A,Grey,I4,Platinum,R,1950,"['CarPlay or Android Auto', 'Reverse camera']",8104,4.8,48,Diesel,9,143,2025/01/11,4,5,True,Automatic,"Complete, Up To Date",No,425900
Land Rover,Range Rover Evoque,2018,77342,Sports Utility Vehicle (SUV),A,Grey,I4,Green,FR,1999,['Auto stop-start'],8268,5.28,57,Diesel,9,132,No,5,5,True,Automatic,Partial but Up to Date,No,434900
